Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
9752,Sirlawi,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.352222222222222,134.30166666666668",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9752
9061,Tam,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.743611111111111,132.18444444444444",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9061
9289,Tuban,"",MALUKU,Kab. SERAM BAGIAN BARAT,"","","-3.359836111111111,127.58791777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9289
9601,Larbata Tengah,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.5247222222222225,134.21416666666664",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9601
9143,Maru,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"","","-6.894722222222222,131.4861111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9143
9217,Kelirey,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"","","-3.8458,130.7745666666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9217
8991,Elmal,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.735194444444445,132.16964777777775",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/8991
333,MEATIMIARANG,"",MALUKU,Kab. MALUKU BARAT DAYA,MDONA HIERA,"","-8.337777777777779,127.49777777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/333
9831,Wehitai,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.57832,134.64046",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9831
9364,Darjala,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.302222222222222,134.3325",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9364
9753,Sirnai,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.460833333333333,134.47861111111112",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9753
9062,Tangwain,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.783055555555555,132.56555555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9062
9516,Kalai,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.358888888888888,134.3363888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9516
9436,Goriaga,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.80336,134.37025",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9436
9602,Lear,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.206944444444445,134.86333333333332",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9602
9291,Aduar,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.7424800000000005,134.7973",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9291
9676,Ngorfui,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.460555555555556,134.48333333333332",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9676
9218,Kesui,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"","","-4.475833333333333,131.64527777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9218
9144,Matakus,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"","","-8.064722222222223,131.2036111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9144
9832,Wehnar,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.52099,134.71203",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9832
8992,Elridin,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.737714166666667,132.16974166666665",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/8992
9754,Sirnam,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.3277777777777775,134.29722222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9754
9437,Gorigaria,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.74,134.4075",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9437
334,MARSELA,MASELA,MALUKU,Kab. MALUKU BARAT DAYA,BABAR TIMUR,"	8° 8' 39,000","",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/334
9517,Kalwaha,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.56298,134.7069",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9517
9063,Tanimbar Kei,"",MALUKU,Kab. MALUKU TENGGARA,"","","-6.023888888888889,132.44972222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9063
9365,Dayai Tetaui,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.917222222222223,134.73837999999998",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9365
