Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
2001,Malang Besar,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-2.5555299999999996,107.61972222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2001
2073,Karangbeling,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-3.0077777777777777,106.44277777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2073
2229,Batubedaun,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.272222222222222,107.9825",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2229
2149,Batukarang,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5719444444444444,105.63972222222223",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2149
2306,Keluang,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.154444444444444,107.92",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2306
1928,Paku,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.55,105.97805555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1928
2074,Karangmalang,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-2.8394444444444447,107.10166666666666",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2074
2002,Malangarak,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-2.5743899999999997,107.6261111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2002
2230,Batuburok,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.7508333333333335,108.27361111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2230
2150,Batukelapa,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.573888888888889,105.61416666666666",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2150
1929,Penyusuk,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.5272222222222223,105.69333333333334",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1929
2307,Kenek,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.1625,108.19388888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2307
2075,Karangnamak Jaoh,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-3.115555555555556,106.5125",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2075
