Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
1870,Lunik,"",LAMPUNG,Kab. PESAWARAN,"","","-5.7405800000000005,105.17405000000001",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1870
1795,Pisang,"",LAMPUNG,Kab. LAMPUNG BARAT,"",5° 7' 15.000,"",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1795
1871,Maitem,"",LAMPUNG,Kab. PESAWARAN,"","","-5.5949447222222215,105.24656",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1871
1872,Pahawang Lunik,"",LAMPUNG,Kab. PESAWARAN,"","","-5.674390000000001,105.24268000000001",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1872
1797,Batubotak,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.801666666666667,105.11722222222221",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1797
1798,Batucentigi,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.684166666666667,104.89611111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1798
1873,Pahawang,"",LAMPUNG,Kab. PESAWARAN,"","","-5.6746,105.21988",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1873
1799,Batugondrong,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.798333333333333,105.12388888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1799
1874,Pertapaan,"",LAMPUNG,Kab. PESAWARAN,"","","-5.80737,105.2774",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1874
1800,Batuhakhong,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.7421475,105.01838555555555",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1800
1875,Serdang,"",LAMPUNG,Kab. PESAWARAN,"","","-5.82121,105.39464000000001",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1875
1801,Batuhiu,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.755031111111111,105.01825083333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1801
1876,Seserot,"",LAMPUNG,Kab. PESAWARAN,"","","-5.79505,105.24729",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1876
1802,Batukabulung,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.744415833333333,105.00823583333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1802
1877,Sijebi,"",LAMPUNG,Kab. PESAWARAN,"","","-5.819166666666667,105.34375999999999",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1877
1803,Batukelapa,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.754444444444444,105.07472222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1803
1878,Siuncal,"",LAMPUNG,Kab. PESAWARAN,"","","-5.80423,105.32064",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1878
1804,Batukelapanunggal,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.778611111111111,105.09472222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1804
1879,Tangkil,"",LAMPUNG,Kab. PESAWARAN,"","","-5.51247,105.27149",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1879
1805,Batukerbau,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.519166666666667,104.69194444444445",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1805
1880,Tanjungputus,"",LAMPUNG,Kab. PESAWARAN,"","","-5.73255,105.21135",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1880
1806,Batukerita,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.788055555555555,105.08444444444444",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1806
1807,Batukupiah Pinggir,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.804166666666666,105.18472222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1807
1881,Tegal,"",LAMPUNG,Kab. PESAWARAN,"","","-5.5680555555555555,105.27521",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1881
1882,Tembikil,"",LAMPUNG,Kab. PESAWARAN,"","","-5.5199,105.26694444444445",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1882
1808,Batukupiah Tengah,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.8086111111111105,105.17527777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1808
1883,Umangumang,"",LAMPUNG,Kab. PESAWARAN,"","","-5.792285,105.27857",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1883
1809,Batumandi,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.775277777777777,105.08805555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1809
1885,Kubur,"",LAMPUNG,KOTA BANDAR LAMPUNG,"","","-5.488888888888889,105.26055555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1885
1810,Batupanjanglimau,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.804166666666666,105.13833333333334",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1810
1886,Pasaran,"",LAMPUNG,KOTA BANDAR LAMPUNG,"",5° 27' 50.000,"",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1886
1811,Batuputih,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.66388888888889,104.88555555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1811
1812,Baturawong,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.808888888888888,105.155",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1812
1813,Baturujuk Balak ,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.714166666666667,104.9575",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1813
